company_name,location,waasu_url,company_url,founders,about,tech,job_name,job_url,job_details
Axle Health,"Los Angeles, CA",https://www.workatastartup.com/companies/axle-health,axlehealth.com,Adam Stansell,"Axle Health builds scheduling and workforce management software to empower in-home healthcare providers to deliver exceptional, personalized care right where patients feel most comfortable—at home.Some of the biggest providers in the country use our software to improve the utilization of their field teams by 15%+, and automate the operational burden of scheduling and dispatching.Our platform includes proprietary logistics algorithms to optimize scheduling, a mobile app for field staff, an operations dashboard for office teams, engagement and booking tools for patients, and a wide range of integrations and external APIs for modular access.We’re a team of all-star engineers and operators, backed by $4m from top investors such as Y Combinator and Pear VC, applying our intellect and logistics experience to upend how home healthcare is delivered.","Healthcare is complex, healthcare in the home even more so. Part of the reason in-home care isn't widespread is because it's not economical without a heavy technological component. Providing economical in-home care is a series of optimization problems. How do you assign visits to the lowest cost health professional qualified for a visit? How do you account for different license requirements across states? How do you ensure visits that require refrigerated supplies are completed earlier in the day? Solving this 3-dimensional tradeoff between time, geography, and licensure is what we do day-in and day-out.",Software Engineer (New Grad),https://www.workatastartup.com/jobs/68040,"Los Angeles, CA, US fulltime  Visa Required $120K - $140K 0.05% - 0.20% Any (new grads ok)"
CrowdVolt,NY,https://www.workatastartup.com/companies/crowdvolt,crowdvolt.com,"Max Hammer, Josh Karol, Aria Mohseni","CrowdVolt is a social platform built to exchange live events tickets. Our team is dedicated to providing consumers the best possible experience for buying and selling tickets to events. Our current focus is New York, with plans to expand to other markets soon.",,Founding (Full-Stack) Engineer,https://www.workatastartup.com/jobs/67935,Remote (US) fulltime  Visa Required $120 - $160 0.50% - 2.00% Any (new grads ok)
Vista Space,San Francisco,https://www.workatastartup.com/companies/vista-space,govista.space,"Chaitanya Kore, Maxim Kraft, Petar Matejic","Vista provides clean, affordable energy to commercial, industrial, and utility clients globally using a mass-produced, modular solar energy generation and storage system. The founding team previously worked at SpaceX, Rocket Lab, NASA and Firefly.",,Lead Software Engineer,https://www.workatastartup.com/jobs/67910,"San Francisco, CA, US fulltime  Visa Required $120K - $150K Any (new grads ok)"
Intercept,San Francisco,https://www.workatastartup.com/companies/intercept,tryintercept.com,"Jordan Wick, Sasha Zhang","Intercept is in the business of building trust in transactions between brands, distributors, and retailers in the $2.2T CPG industry (CPG = Consumer Packaged Goods, basically everything that you buy in a physical store). Around ~20% of a CPG brand's revenue gets spent on retailer and distributor fees, which contain many mistakes and are frequently audited and disputed. Intercept uses AI to automate this auditing process and dispute the invalid fees, earning money back for the brands.",,Founding Engineer,https://www.workatastartup.com/jobs/67825,"San Francisco, CA, US fulltime  Visa Required $100K - $150K 0.20% - 2.00% Any (new grads ok)"
Kalam Labs,India,https://www.workatastartup.com/companies/kalam-labs,kalamlabs.in,"Harshit Awasthi, Ahmad Faraaz, Sashakt Tripathi","Kalam Labs is India's First Kids Space Organization.  We are creating a place where kids take part in actual ambitious space missions.The Missions are done with India's Top Space Organizations and super cool & fun for kids, like:-Unfurling India's Flag in Space with Tata Institute of Fundamental ResearchBuilding a Space Drone with IIT-KanpurBuilding a Perpetual Drone Satellite with IISc BangaloreKids get to work on these missions at their home by our Kalam Labs - Space Kits and by playing our Kalam Labs app.",We have 2 tech domainsGame Development:-UnityBlender 3D ModellingBackend engineering + DevOpsUsage of AI/ML modelsAerospace Engineering:-Designing UAVs of all designs : Drones/Balloons/RocketsRunning Gazebo simulations to test our aerial flightsDesigning Aerodynamic Designs + Space Payloads,Unity Developer (C# Scripter),https://www.workatastartup.com/jobs/62610,"Bengaluru, KA, IN / Lucknow, UP, IN fulltime ₹90K - ₹150K INR Any (new grads ok)"
Kalam Labs,India,https://www.workatastartup.com/companies/kalam-labs,kalamlabs.in,"Harshit Awasthi, Ahmad Faraaz, Sashakt Tripathi","Kalam Labs is India's First Kids Space Organization.  We are creating a place where kids take part in actual ambitious space missions.The Missions are done with India's Top Space Organizations and super cool & fun for kids, like:-Unfurling India's Flag in Space with Tata Institute of Fundamental ResearchBuilding a Space Drone with IIT-KanpurBuilding a Perpetual Drone Satellite with IISc BangaloreKids get to work on these missions at their home by our Kalam Labs - Space Kits and by playing our Kalam Labs app.",We have 2 tech domainsGame Development:-UnityBlender 3D ModellingBackend engineering + DevOpsUsage of AI/ML modelsAerospace Engineering:-Designing UAVs of all designs : Drones/Balloons/RocketsRunning Gazebo simulations to test our aerial flightsDesigning Aerodynamic Designs + Space Payloads,Control System Engineer,https://www.workatastartup.com/jobs/67750,"Lucknow, UP, IN fulltime ₹800K - ₹1.4M INR Any (new grads ok)"
Dripos,New York,https://www.workatastartup.com/companies/dripos,dripos.com,"Avery Durrant, Jack Pawlik","Dripos is an all-in-one solution for coffee shops that handles everything from point of sale to accounting for our customers. We look to bring people into our data-driven and iteration-based company, which believes in transparency and candor.","At Dripos don't like putting people into buckets, you are responsible for completing features from start to finish. Our product spans multiple apps (React-Native), websites (React, Next.js), and servers (MySql, Express) with daunting and complex real-time integrations between all of our services. Despite the product complexity and feature independence, we are a tight-knit team that collaborates closely to achieve our goals.",Software Engineer - Full Stack,https://www.workatastartup.com/jobs/67707,"New York, NY, US fulltime  Visa Required $125K - $175K Any (new grads ok)"
Ten Lives, 4 people,https://www.workatastartup.com/companies/ten-lives,tenlives.com,"Vicki Mo, Ruby Yu","Ten Lives (YC S22) is pioneering research in AI and biology to feed the world, sustainably. Our flagship brand decarbonizes the pet food industry by reducing the fifth of the world’s meat consumed by pets.",,Machine Learning PhD Scientist,https://www.workatastartup.com/jobs/67668,"San Francisco, CA, US / Remote fulltime $150K - $225K Any (new grads ok)"
Martin, 3 people,https://www.workatastartup.com/companies/martin,trymartin.com,Dawson Chen,"Martin is an AI butler, like Jarvis. You can text Martin, email Martin, or speak to Martin in our iOS app, and Martin helps primarily with scheduling and communications. For example, have a 10 minute standup with Martin every morning, and he can brief you on your to-dos, plan your day with reminders and calendar events, and start text conversations with contacts on your behalf.Unlike Siri and Alexa, which are voice interfaces that help you use your phone faster, Martin's mission is to become a capable butler who builds a personal relationship with you over time and gets to know what matters most. Like Tom Hagen for Don Corleone, or Jarvis for Iron Man, he's understanding, charming, and always by your side.","Our stack is a Python FastAPI backend and SwiftUI Frontend for our iOS app. Martin uses GPT and Claude, embeddings/RAG, real-time transcription and text-to-speech for our voice engine, and many 3rd party APIs for Martin's integrations (e.g. Google Calendar, Gmail, WhatsApp). Martin is tackling some of the most exciting technical problems of our generation, including long-term memory for AI, and complex tool-use by LLMs.",Founding Full-Stack Engineer,https://www.workatastartup.com/jobs/67578,"San Francisco, CA, US fulltime  Visa Required $100K - $150K 0.20% - 2.00% Any (new grads ok)"
Spice Data,San Francisco,https://www.workatastartup.com/companies/spice-data,spicedata.com,Richard Kreger,"The world’s largest companies are buying more external dataWe license data to leading Fortune 500 enterprisesOur product is not a particular dataset, but rather the ability to quickly collect, clean, and reliably provide high-quality data over timeWe're currently focused on the restaurant industryFounded in 2019 by Richard Kreger (CEO, enterprise sales) and Cameron Cairns (CTO, software engineer)Very small team, all San Francisco-basedRaised only from YC and a couple angels (i.e. minimal dilution)Profitable",,Software Engineer,https://www.workatastartup.com/jobs/67544,"San Francisco, CA, US fulltime  Visa Required $100K - $120K 1.00% - 3.00% Any (new grads ok)"
Brainbase,San Francisco,https://www.workatastartup.com/companies/brainbase,usebrainbase.com,Gokhan Egri,Brainbase is an AI workflow automation builder designed to handle complex enterprise workflows. Our customers use us to spin up everything from sales autopilots to full fledged customer support workflows in less than a day.SMBs and unicorns choose us over our competitors because we are the only platform that combines the power of AI with the ease and robustness of an off-the-shelf enterprise tool.,"Our tech stack is divided into two sectors as building the interfaces for businesses to manage their workflows and developing the AI models that run automations.For our interfaces, we work on the familiar stack of NextJS/React/TypeScript, with MongoDB as our database. We use Tailwind CSS for our styling.Our backend is dockerized and runs on AWS servers and serverless instances, written in a combination of Node and Python.For our development, we work with large-language models, primarily in Python, with Pytorch as our preferred ML framework.",Founding Fullstack Engineer,https://www.workatastartup.com/jobs/66128,"San Francisco, CA, US fulltime  Visa Required $100K - $200K 0.80% - 2.40% Any (new grads ok)"
Brainbase,San Francisco,https://www.workatastartup.com/companies/brainbase,usebrainbase.com,Gokhan Egri,Brainbase is an AI workflow automation builder designed to handle complex enterprise workflows. Our customers use us to spin up everything from sales autopilots to full fledged customer support workflows in less than a day.SMBs and unicorns choose us over our competitors because we are the only platform that combines the power of AI with the ease and robustness of an off-the-shelf enterprise tool.,"Our tech stack is divided into two sectors as building the interfaces for businesses to manage their workflows and developing the AI models that run automations.For our interfaces, we work on the familiar stack of NextJS/React/TypeScript, with MongoDB as our database. We use Tailwind CSS for our styling.Our backend is dockerized and runs on AWS servers and serverless instances, written in a combination of Node and Python.For our development, we work with large-language models, primarily in Python, with Pytorch as our preferred ML framework.",Founding Engineer,https://www.workatastartup.com/jobs/66129,"San Francisco, CA, US fulltime  Visa Required $100K - $200K 0.80% - 2.40% Any (new grads ok)"
Brainbase,San Francisco,https://www.workatastartup.com/companies/brainbase,usebrainbase.com,Gokhan Egri,Brainbase is an AI workflow automation builder designed to handle complex enterprise workflows. Our customers use us to spin up everything from sales autopilots to full fledged customer support workflows in less than a day.SMBs and unicorns choose us over our competitors because we are the only platform that combines the power of AI with the ease and robustness of an off-the-shelf enterprise tool.,"Our tech stack is divided into two sectors as building the interfaces for businesses to manage their workflows and developing the AI models that run automations.For our interfaces, we work on the familiar stack of NextJS/React/TypeScript, with MongoDB as our database. We use Tailwind CSS for our styling.Our backend is dockerized and runs on AWS servers and serverless instances, written in a combination of Node and Python.For our development, we work with large-language models, primarily in Python, with Pytorch as our preferred ML framework.",Founding Infrastructure Engineer,https://www.workatastartup.com/jobs/67485,"San Francisco, CA, US fulltime  Visa Required $100K - $200K 0.80% - 2.40% Any (new grads ok)"
Chima,San Francisco,https://www.workatastartup.com/companies/chima,withchima.com,"Nikhara Nirghin, Kiara Nirghin","At Chima, we're helping the world's most important institutions customize and scale their generative AI. Our technology lets our customers integrate and analyze their data and relevant public data sources so they can leverage commercial generative AI models privately, in a way that they couldn't before.","Our Tech stack is extremely expansive and involves rapidly. Instead of being prescriptive here, we are looking for someone with: -Publications in top AI conferences. -Experience at AI research labs (OpenAI, Google Brain, DeepMind). -Experience on world-class AI products (Search, Recommendation, Ads). -Open-source projects / contributions.",AI Engineer,https://www.workatastartup.com/jobs/67410,"San Francisco, CA, US fulltime  Visa Required $100K - $300K Any (new grads ok)"
Chima,San Francisco,https://www.workatastartup.com/companies/chima,withchima.com,"Nikhara Nirghin, Kiara Nirghin","At Chima, we're helping the world's most important institutions customize and scale their generative AI. Our technology lets our customers integrate and analyze their data and relevant public data sources so they can leverage commercial generative AI models privately, in a way that they couldn't before.","Our Tech stack is extremely expansive and involves rapidly. Instead of being prescriptive here, we are looking for someone with: -Publications in top AI conferences. -Experience at AI research labs (OpenAI, Google Brain, DeepMind). -Experience on world-class AI products (Search, Recommendation, Ads). -Open-source projects / contributions.",Frontend Engineer,https://www.workatastartup.com/jobs/67196,Remote (US) fulltime  Visa Required $80K - $250K Any (new grads ok)
Osium AI,"Paris, France",https://www.workatastartup.com/companies/osium-ai,osium.ai,"Luisa Bouneder, Sarah Najmark",,,Data Scientist at Osium AI (YC S23),https://www.workatastartup.com/jobs/67314,"Paris, IDF, FR fulltime €40K - €70K EUR Any (new grads ok)"
Osium AI,"Paris, France",https://www.workatastartup.com/companies/osium-ai,osium.ai,"Luisa Bouneder, Sarah Najmark",,,AI Engineer at Osium AI (YC S23),https://www.workatastartup.com/jobs/67313,"Paris, IDF, FR fulltime  Visa Required €40K - €70K EUR Any (new grads ok)"
Imbue (formerly Generally Intelligent),San Francisco,https://www.workatastartup.com/companies/imbue,imbue.com,"Josh Albrecht, Kanjun Qiu","Generally Intelligent is an AI research company. We help machines learn to understand the world the way humans do. Our mission is to build human-like general machine intelligence and make it safely accessible in order to foster a more abundant, equitable, and creative human society.We take a first-principles approach to understanding the fundamentals of learning, starting with simple self-supervised networks solving early evolutionary problems, and increasing complexity incrementally.","We are on the cutting edge of deep learning - implementing papers, running experiments, and designing architectures. Our stack is Python, PyTorch, Weights & Biases, and home-grown infrastructure to run experiments across AWS/GCP and our own GPUs.","Software Engineer, Machine Learning",https://www.workatastartup.com/jobs/67293,"Remote or San Francisco, CA / Remote (US) fulltime  Visa Required $140K - $350K Any (new grads ok)"
Toma, 2 people,https://www.workatastartup.com/companies/toma,toma.com,"Anthony Krivonos, Monik Pamecha","Toma offers state-of-the-art AI voice agents for companies to streamline operations, starting with the automotive industry. Toma’s voice agents do tens of thousands of minutes of AI calls everyday and generate millions of dollars worth revenue for auto dealerships. Experience it by calling 864-613-6783. The automotive industry is a sleeping giant contributing trillions of dollars to the GDP. The industry and its processes are ready for disruption. Toma is bringing AI to all operations in the industry while working hand-in-hand with some of the biggest names such as the Car Dealership Guy, and public companies like Lithia Motors and Cox Automotive. Toma is funded by the absolute best investors in Silicon Valley and the Automotive industry.",,Founding Engineer,https://www.workatastartup.com/jobs/67256,"San Francisco, CA, US fulltime $120K - $180K 0.50% - 2.00% Any (new grads ok)"
Replo,San Francisco,https://www.workatastartup.com/companies/replo,replo.app,"Noah Gilmore, Yuxin Zhu","Replo helps companies build websites with less code. Today, we sell this product to e-commerce companies (e.g. Hexclad, Studs) who use it to build everything from their latest products to giveaways. Our goal is to create a **single platform for businesses to design, develop, and market content on the internet**.About UsReplo was founded in the summer of 2021. We launched in 2022 and grew to over 1000+ paying customers in just 6 months with no sales team. We’ve raised over $4.2M from Figma, YCombinator, Infinity Ventures, MAGIC Fund, Base Case Capital, as well as the founders of NextJS/Vercel.","We use NextJS, Node, and Typescript aggressively. We deploy on Fly.io and Vercel.At Replo, you won’t just be writing the next internal tool at a big-tech company. We’re building a highly distributed, scalable system to power the next-generation of online commerce. If this sounds interesting to you, we’d love to chat!","Software Engineer, New Grad",https://www.workatastartup.com/jobs/67232,San Francisco fulltime  Visa Required $115K - $125K Any (new grads ok)
Pylon,San Francisco,https://www.workatastartup.com/companies/pylon-2,usepylon.com,"Advith Chelikani, Robert Eng, Marty Kausas","Post-covid, businesses have started shifting the way they communicate with customers from email to chat platforms like Slack, Microsoft Teams, and Discord. At Pylon, we are building a real-time customer operations platform to help support, success, and sales teams at places like Hightouch, Merge, and Sardine scalably meet their customers where they live.Just like how Zendesk made email scalable in a support context, Mailchimp made email scalable in a marketing context, and Salesforce & Outreach made email scalable in a sales context, Pylon is making chat scalable across customer-facing functions.","We’re building an event-driven workflow engine powered by conversational data and layered with intelligence to help our customers run their operations in real-time. Our tech stack: Golang, GraphQL, React, AWS.",Software Engineer,https://www.workatastartup.com/jobs/67166,"San Francisco, CA, US fulltime  Visa Required $100K - $200K Any (new grads ok)"
Garage, 2 people,https://www.workatastartup.com/companies/garage-2,withgarage.com,"Martin Hunt, Alaz Sengul","Garage is modernizing the way equipment is bought and sold, starting with used firefighting equipment.",,Founding Product Engineer,https://www.workatastartup.com/jobs/66958,"New York, NY, US fulltime $125K - $175K Any (new grads ok)"
